City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
455,gurupi,-11.7292,-49.0686,76.84,31,2,5.17,BR,1689980170
456,birni n konni,13.7956,5.2553,83.17,62,100,6.02,NE,1689980170
457,arno,60.1167,18.6333,54.05,86,36,10.92,SE,1689980170
458,bikenibeu village,1.3673,173.1241,84.16,84,75,5.75,KI,1689980170
459,malango,-2.9627,119.9001,65.84,96,37,1.52,ID,1689980170
460,tocopilla,-22.092,-70.1979,65.95,75,9,10.76,CL,1689980171
461,kerikeri,-35.2268,173.9474,54.91,82,45,1.01,NZ,1689980171
462,taoudenni,22.6783,-3.9836,102.67,9,29,11.7,ML,1689980171
463,road town,18.4167,-64.6167,87.89,70,20,5.75,VG,1689979920
464,gizo,-8.103,156.8419,80.76,81,100,18.32,SB,1689980171
465,nadi,-17.8,177.4167,77.0,78,40,5.75,FJ,1689980171
466,khovd,48.0056,91.6419,65.71,51,74,2.01,MN,1689980171
467,gornopravdinsk,60.05,69.9,56.53,93,44,5.77,RU,1689980172
468,saint-philippe,-21.3585,55.7679,69.39,85,71,14.65,RE,1689980172
469,olyokminsk,60.3736,120.4264,60.53,92,100,2.46,RU,1689980172
470,twon-brass,4.3151,6.2418,78.39,84,100,15.7,NG,1689980172
471,vilyuysk,63.7553,121.6247,64.36,58,9,1.7,RU,1689980172
472,kununurra,-15.7667,128.7333,73.38,38,3,12.66,AU,1689980172
473,yabelo,4.8833,38.0833,63.05,63,100,12.66,ET,1689980173
474,guiuan,11.0333,125.7247,82.27,77,94,13.42,PH,1689980173
475,mar del plata,-38.0023,-57.5575,68.02,90,75,11.01,AR,1689979968
476,kolonia,50.9333,6.95,59.86,73,0,3.44,DE,1689980173
477,bhimunipatnam,17.8833,83.4333,80.74,84,72,5.37,IN,1689980173
478,morrope,-6.5417,-80.0111,73.51,73,61,16.93,PE,1689980173
479,comodoro rivadavia,-45.8667,-67.5,55.26,47,0,8.05,AR,1689980174
480,bedele,8.456,36.353,52.79,97,100,2.3,ET,1689980174
481,mil'kovo,55.6078,37.7956,59.05,70,15,7.47,RU,1689980174
482,aracati,-4.5617,-37.7697,80.2,69,0,14.45,BR,1689980174
483,malax,62.9423,21.5731,55.87,95,0,2.3,FI,1689980174
484,queenstown,-31.8976,26.8753,50.68,73,98,15.55,ZA,1689980175
485,beaufort west,-32.3567,22.583,52.16,40,22,7.02,ZA,1689980175
486,umea,63.8284,20.2597,55.9,100,20,0.0,SE,1689980175
487,moorslede,50.874,3.0759,60.1,70,78,3.0,BE,1689980175
488,lagunas,-5.2269,-75.6753,80.13,67,76,1.57,PE,1689980175
489,soroti,1.7146,33.6111,66.97,59,100,0.85,UG,1689980175
490,ganshui,28.7422,106.7111,75.34,93,72,2.04,CN,1689980175
491,soufriere,13.8562,-61.0566,83.86,80,20,13.8,LC,1689980176
492,hwange,-18.3693,26.5019,60.82,68,16,7.63,ZW,1689980176
493,hafar al-batin,28.4328,45.9708,93.78,12,0,6.91,SA,1689980176
494,nabire,-3.3667,135.4833,77.59,88,82,3.74,ID,1689980176
495,pemangkat,1.1667,108.9667,76.68,86,82,3.71,ID,1689980176
496,nagato,34.3833,131.2,80.26,82,42,7.05,JP,1689980176
497,beinamar,8.6698,15.3813,72.54,92,95,4.7,TD,1689980177
498,nar'yan-mar,67.6713,53.087,46.62,94,84,13.65,RU,1689980177
499,yeniseysk,58.4497,92.1703,62.53,87,100,4.23,RU,1689980177
500,undurkhaan,47.3194,110.6556,59.74,70,88,4.5,MN,1689980177
501,roma,43.2128,-75.4557,75.51,66,40,16.11,US,1689980101
502,yangliuqing,39.1375,116.9997,75.15,94,100,8.57,CN,1689980177
503,linxi,39.7,118.4333,69.76,95,100,13.04,CN,1689980177
504,jamaame,0.0697,42.745,75.78,86,87,12.41,SO,1689980178
505,kiruna,67.8557,20.2251,45.52,100,100,4.61,SE,1689980178
506,hun,29.1268,15.9477,84.94,29,1,9.93,LY,1689980178
507,quesnel,52.9999,-122.5029,82.9,39,0,3.44,CA,1689980178
508,sao felix do xingu,-6.6447,-51.995,74.35,39,0,1.3,BR,1689980178
509,manokwari,-0.8667,134.0833,80.28,75,94,3.22,ID,1689980178
510,rehoboth,-23.3167,17.0833,50.72,24,4,2.91,NA,1689980179
511,la passe,45.5549,-0.8967,62.98,74,0,8.97,FR,1689980179
512,luau,-10.7073,22.2247,66.97,36,17,5.03,AO,1689980179
513,brak,27.5496,14.2714,87.04,20,0,11.39,LY,1689980179
514,akhty,41.4597,47.7312,65.93,72,25,3.67,RU,1689980179
515,callao,-12.0667,-77.15,73.72,68,75,10.36,PE,1689980179
516,eastham,41.8301,-69.9739,71.94,81,100,6.91,US,1689980179
517,santa cruz,-17.8,-63.1667,80.65,57,0,14.97,BO,1689980179
518,carutapera,-1.195,-46.02,74.48,88,25,5.46,BR,1689980180
519,zhangzhou,24.5133,117.6556,82.33,94,100,0.38,CN,1689980180
520,athens,37.9795,23.7162,89.65,49,0,1.99,GR,1689980152
521,nadym,65.5333,72.5167,67.5,71,88,2.26,RU,1689980180
522,mount pearl,47.5166,-52.7813,77.34,69,20,10.36,CA,1689980180
523,putla villa de guerrero,17.0333,-97.9333,73.89,94,71,2.75,MX,1689980180
524,villa regina,-39.1,-67.0667,57.0,43,99,5.99,AR,1689980180
525,ancud,-41.8697,-73.8203,48.47,86,100,13.27,CL,1689980181
526,inyonga,-6.7167,32.0667,62.96,44,0,7.16,TZ,1689980181
527,gvardeysk,54.6477,21.0651,57.25,75,87,3.02,RU,1689980181
528,arteche,12.2645,125.4048,79.47,90,58,7.18,PH,1689980181
529,cao bang,22.6667,106.25,76.24,99,82,1.12,VN,1689980181
530,anloga,5.7947,0.8973,77.77,86,57,15.97,GH,1689980181
531,juan griego,11.0817,-63.9655,80.38,85,97,14.07,VE,1689980181
532,bada,51.392,109.8717,57.92,94,83,2.75,RU,1689980182
533,santa rosa,14.3122,121.1114,82.38,87,30,3.62,PH,1689980101
534,nyurba,63.2842,118.3319,67.15,75,69,3.2,RU,1689980182
535,korhogo,9.45,-5.6333,73.62,87,94,4.88,CI,1689980182
536,irituia,-1.7711,-47.4381,77.31,69,96,3.29,BR,1689980182
537,kavak,41.0783,36.0425,59.16,85,0,0.45,TR,1689980182
538,khash,28.2211,61.2158,79.95,20,50,1.43,IR,1689980182
539,colonel hill,22.7667,-74.2167,83.19,73,73,9.62,BS,1689980183
540,chibougamau,49.9168,-74.3659,62.22,88,100,5.32,CA,1689980183
541,sechura,-5.5569,-80.8222,73.9,70,5,19.91,PE,1689980183
542,ponta delgada,37.7333,-25.6667,70.52,88,40,4.61,PT,1689980183
543,ad dilam,23.9915,47.1627,95.41,9,100,3.98,SA,1689980183
544,norrtalje,59.758,18.705,59.85,86,38,7.76,SE,1689980183
545,seminole,28.7086,-81.2081,97.14,56,20,10.36,US,1689980184
546,kone,-21.0595,164.8658,68.05,63,78,4.65,NC,1689980184
547,camana,-16.6228,-72.7111,63.84,82,49,6.96,PE,1689980184
548,as pontes de garcia rodriguez,43.4527,-7.8518,64.45,96,51,3.49,ES,1689980184
549,port saint john's,-31.6229,29.5448,57.54,77,83,7.96,ZA,1689980184
550,honiara,-9.4333,159.95,82.29,82,98,2.37,SB,1689980184
551,suphan buri,14.4742,100.1222,76.35,94,100,3.67,TH,1689980184
552,selfoss,63.9331,-20.9971,52.05,89,64,4.72,IS,1689980184
553,alofi,-19.0595,-169.9187,80.49,89,13,5.75,NU,1689980185
554,bengkulu,-3.8004,102.2655,75.15,93,41,5.03,ID,1689980185
555,birobidzhan,48.8,132.95,74.25,57,100,5.21,RU,1689980185
556,tionk essil,12.7856,-16.5217,84.16,82,100,8.97,SN,1689980185
557,zykovo,55.9519,93.1461,57.99,93,44,3.98,RU,1689980185
558,shenjiamen,29.9576,122.298,80.04,89,99,22.91,CN,1689980185
559,murzuq,25.9155,13.9184,87.19,17,0,8.66,LY,1689980185
560,tashla,51.7716,52.7427,65.17,69,97,6.87,RU,1689980186
561,darwin,-12.4611,130.8418,73.38,83,0,1.14,AU,1689979911
562,sinan,34.8262,126.1086,78.91,92,99,22.01,KR,1689980186
563,san julian,21.0167,-102.1667,72.81,47,40,12.53,MX,1689980186
564,zhumysker,49.3333,49.4,78.53,33,44,8.32,KZ,1689980186
565,inarajan village,13.2736,144.7484,86.14,90,100,10.02,GU,1689980186
566,sept-iles,50.2001,-66.3821,68.52,72,75,9.22,CA,1689980023
567,iquique,-20.2208,-70.1431,64.44,79,11,2.51,CL,1689979919
568,bar-le-duc,48.75,5.1667,55.78,53,97,2.66,FR,1689980187
569,qom,34.6401,50.8764,91.02,16,87,11.88,IR,1689980187
570,carnarvon,-24.8667,113.6333,56.25,36,0,21.72,AU,1689980187
571,griffith,41.5284,-87.4237,82.26,59,0,5.75,US,1689980187
572,mudanya,40.3753,28.8822,74.52,72,0,3.38,TR,1689980187
573,benguela,-12.5763,13.4055,67.15,88,36,7.14,AO,1689980187
574,kailua-kona,19.6406,-155.9956,85.28,83,75,9.22,US,1689980188
575,puerto deseado,-47.7503,-65.8938,43.75,79,15,8.72,AR,1689980188
576,alagir,43.0422,44.2222,72.14,78,2,6.02,RU,1689980188
